0.000000000000000000e+00,0.000000000000000000e+00
4.962730758206609916e-01,-6.093467170257373805e-02
9.814209389586592280e-01,-1.818956195024075961e-01
1.448211152207260044e+00,-3.610795942750577581e-01
1.889684948636723538e+00,-5.958153756680031332e-01
2.299260970781219271e+00,-8.826035938435261574e-01
2.670833383519916282e+00,-1.217168897022955276e+00
2.998862898015170142e+00,-1.594523687134341117e+00
3.278459349750543872e+00,-2.009042473411861707e+00
3.505454599620317246e+00,-2.454545735506045823e+00
3.676464671283151908e+00,-2.924392045898999815e+00
3.788940198455084563e+00,-3.411577078291617493e+00
3.841204430088911437e+00,-3.908838025975754249e+00
3.832478226870269733e+00,-4.408761873553950217e+00
3.762891676390237361e+00,-4.903895907924735731e+00
