0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00
2.494507931680958635e+00,-7.390470556480531472e-02
2.972660309662476408e+00,-2.200905579261737133e-01
3.423952951837406555e+00,-4.353461063303213363e-01
3.838471738114927589e+00,-7.149425580656947332e-01
4.207110406519989354e+00,-1.052737661873524910e+00
4.521770602044908216e+00,-1.441310642602010361e+00
4.775539783525259985e+00,-1.872125222822773161e+00
4.962843080233215964e+00,-2.335717150106166873e+00
5.079565762161168507e+00,-2.821902110305005262e+00
5.123143633534997576e+00,-3.319999459350877924e+00
5.092619363767568963e+00,-3.819066858561811273e+00
4.988663518358689153e+00,-4.308140658928714117e+00
4.813559827728955298e+00,-4.776476753552913124e+00
4.571155017605786242e+00,-5.213786607122610661e+00
4.266774303101425581e+00,-5.610463277268228133e+00
3.907104402932099596e+00,-5.957792462497726760e+00
3.500046643753939701e+00,-6.248143940353195980e+00
3.054543381659755585e+00,-6.475139190222969354e+00
2.580381554056655702e+00,-6.633791518425515399e+00
2.087977677550551636e+00,-6.720615607258980440e+00
1.588149015062773062e+00,-6.733704081412916764e+00
1.088320352574994487e+00,-6.746792555566853089e+00
5.884916900872159129e-01,-6.759881029720789414e+00
8.866302759943728296e-02,-6.772969503874725739e+00
-4.111656348883413470e-01,-6.786057978028662063e+00
