0.000000000000000000e+00,0.000000000000000000e+00
1.992389396183491257e-01,1.743114854953163248e-02
3.962004902207907353e-01,5.216078408291770219e-02
5.893856554786044422e-01,1.039245931034218501e-01
7.773241796357861499e-01,1.723286217685555954e-01
9.585857370431161151e-01,2.568522741166954781e-01
1.131790817800003790e+00,3.568522741166954559e-01
1.295621226657802216e+00,4.715675613869046989e-01
1.448830115281597886e+00,6.001250833242125493e-01
1.590251471518907334e+00,7.415464395615221083e-01
1.743460360142703003e+00,8.701039614988299586e-01
1.907290769000501429e+00,9.848192487690391461e-01
2.080495849757389326e+00,1.084819248769039124e+00
2.261757407164719513e+00,1.169342901117178979e+00
2.449695931321901110e+00,1.237746929782312710e+00
2.642881096579714928e+00,1.289510738802816858e+00
2.839842647182156732e+00,1.324240374336203008e+00
3.039081586800505885e+00,1.341671522885734547e+00
3.239081586800506063e+00,1.341671522885734547e+00
3.438320526418855216e+00,1.324240374336203008e+00
3.635282077021297020e+00,1.289510738802816858e+00
3.828467242279110838e+00,1.237746929782312710e+00
4.016405766436292879e+00,1.169342901117178979e+00
4.197667323843623066e+00,1.084819248769039124e+00
4.370872404600510741e+00,9.848192487690391461e-01
4.534702813458308945e+00,8.701039614988299586e-01
4.687911702082104171e+00,7.415464395615221083e-01
4.829333058319413396e+00,6.001250833242125493e-01
4.957890580256721691e+00,4.469161947004168800e-01
5.072605867526930545e+00,2.830857858426185092e-01
5.201163389464237952e+00,1.298768972188228676e-01
5.342584745701547178e+00,-1.154445901848666356e-02
5.495793634325342403e+00,-1.401019809557945417e-01
5.659624043183140607e+00,-2.548172682260038124e-01
5.832829123940028282e+00,-3.548172682260037902e-01
6.014090681347358469e+00,-4.393409205741437007e-01
6.202029205504540066e+00,-5.077449492392774877e-01
6.395214370762353440e+00,-5.595087582597816356e-01
6.592175921364795244e+00,-5.942383937931676741e-01
6.791414860983143953e+00,-6.116695423426993239e-01
6.991414860983144131e+00,-6.116695423426993239e-01
7.190653800601492840e+00,-5.942383937931676741e-01
7.387615351203934644e+00,-5.595087582597816356e-01
7.580800516461748018e+00,-5.077449492392774877e-01
7.768739040618929614e+00,-4.393409205741437562e-01
7.950000598026259802e+00,-3.548172682260038457e-01
8.123205678783147476e+00,-2.548172682260038679e-01
8.287036087640945681e+00,-1.401019809557946527e-01
8.440244976264741794e+00,-1.154445901848680234e-02
8.581666332502051020e+00,1.298768972188227011e-01
