0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000111e-01,0.000000000000000000e+00
4.000000000000000222e-01,0.000000000000000000e+00
6.000000000000000888e-01,0.000000000000000000e+00
8.000000000000000444e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
1.199999999999999956e+00,0.000000000000000000e+00
1.399999999999999911e+00,0.000000000000000000e+00
1.599999999999999867e+00,0.000000000000000000e+00
1.799999999999999822e+00,0.000000000000000000e+00
1.999999999999999778e+00,0.000000000000000000e+00
2.199999999999999734e+00,0.000000000000000000e+00
2.399999999999999911e+00,0.000000000000000000e+00
2.600000000000000089e+00,0.000000000000000000e+00
2.800000000000000266e+00,0.000000000000000000e+00
3.000000000000000444e+00,0.000000000000000000e+00
3.200000000000000622e+00,0.000000000000000000e+00
3.400000000000000799e+00,0.000000000000000000e+00
3.600000000000000977e+00,0.000000000000000000e+00
3.800000000000001155e+00,0.000000000000000000e+00
4.000000000000000888e+00,0.000000000000000000e+00
4.200000000000001066e+00,0.000000000000000000e+00
4.400000000000001243e+00,0.000000000000000000e+00
4.600000000000001421e+00,0.000000000000000000e+00
4.800000000000001599e+00,0.000000000000000000e+00
4.997803172672385053e+00,2.956188222592212589e-02
5.189064123864992162e+00,8.803622317046948254e-02
5.369581180734964043e+00,1.741384425321285123e-01
5.535388695245972102e+00,2.859770232262778822e-01
5.682844162607996630e+00,4.210950647494099419e-01
5.808708240817963997e+00,5.765242570408041223e-01
5.910215913410104882e+00,7.488500891291092199e-01
5.985137232093287629e+00,9.342868600424667491e-01
6.031826304864468469e+00,1.128760844122002061e+00
6.049257453414000452e+00,1.327999783740351214e+00
6.037047745507028829e+00,1.527626743424724598e+00
5.995465407343476549e+00,1.723256263571485647e+00
5.925423931091582830e+00,1.910590701421165161e+00
5.828462007042315207e+00,2.085514642849044087e+00
5.706709721240571298e+00,2.244185310907290898e+00
5.562841761172840904e+00,2.383116984999090082e+00
5.400018657501576946e+00,2.499257576141277859e+00
5.221817352663903122e+00,2.590055676089186854e+00
5.032152621622663524e+00,2.653516607370205005e+00
4.835191071020221720e+00,2.688246242903590932e+00
4.635259606025110557e+00,2.693481632565165373e+00
4.435328141029999394e+00,2.698717022226739815e+00
4.235396676034888230e+00,2.703952411888314256e+00
4.035465211039777067e+00,2.709187801549888697e+00
3.835533746044665460e+00,2.714423191211463138e+00
3.635602281049553852e+00,2.719658580873037579e+00
3.435670816054442245e+00,2.724893970534612020e+00
3.235739351059330637e+00,2.730129360196186461e+00
3.035807886064219030e+00,2.735364749857760902e+00
2.835876421069107423e+00,2.740600139519335343e+00
2.635944956073995815e+00,2.745835529180909784e+00
2.436013491078884208e+00,2.751070918842484225e+00
2.236082026083772600e+00,2.756306308504058666e+00
2.036150561088660993e+00,2.761541698165633107e+00
1.836219096093549608e+00,2.766777087827207549e+00
1.636287631098438222e+00,2.772012477488781990e+00
1.436356166103326837e+00,2.777247867150356431e+00
1.236424701108215451e+00,2.782483256811930872e+00
1.036493236113104066e+00,2.787718646473505313e+00
8.365617711179925697e-01,2.792954036135079754e+00
6.366303061228810733e-01,2.798189425796654195e+00
4.366988411277695770e-01,2.803424815458228636e+00
2.367673761326581083e-01,2.808660205119803077e+00
3.683591113754663970e-02,2.813895594781377518e+00
-1.630955538575648289e-01,2.819130984442951959e+00
