0.000000000000000000e+00,0.000000000000000000e+00
1.985092303282643966e-01,2.437386868102949661e-02
3.925683755834636912e-01,7.275824780096304401e-02
5.792844608829040842e-01,1.444318377100231032e-01
7.558739794546894819e-01,2.383261502672012755e-01
9.197043883124877972e-01,3.530414375374104630e-01
1.068333353407966646e+00,4.868675588091820883e-01
1.199545159206068190e+00,6.378094748537365133e-01
1.311383739900217504e+00,8.036169893647449047e-01
1.402181839848126943e+00,9.818182942024185067e-01
1.470585868513260674e+00,1.169756818359600103e+00
1.515576079382033647e+00,1.364630831316647086e+00
1.536481772035564353e+00,1.563535210390301744e+00
1.532991290748107804e+00,1.763504749421580087e+00
1.505156670556094811e+00,1.961558363169894292e+00
